TA titration report,,, ,
Summary,,,,
Samples,,,,
,Sample ID,Name,Result,State
1,0607-CRM-03,Sample size,78.935 g,
Raw Results,,,,
"Scope 1/1, Sample 1/1",,,,
Sample,,,,
Creation time,,6/7/2017 9:30:51 AM,,
Sample start time,,6/7/2017 9:30:51 AM,,
Sample size,,78.935 g,,
Correction factor,,1.0,,
Temperature,,25.0 °C,,
Density,,1.05 g/mL,,
Titration stand,,,,
Creation time,,6/7/2017 9:30:51 AM,,
Stir,,,,
Creation time,,6/7/2017 9:30:52 AM,,
Titration (EQP) [1],,,,
Creation time,,6/7/2017 9:31:02 AM,,
Terminated at,,Potential,,
EST,,-27.3 mV,,
VEX,,3.3000 mL,,
VEND,,3.3000 mL,,
t,,14.57 min,,
QEND,,0.033000 mmol,,
QEX,,0.033000 mmol,,
EPD,,204.7 mV,,
nEQ,,0,,
Titration (EQP) [1],,"Scope 1/1, Sample 1/1",,
E - V Curve,"Scope 1/1, Sample 1/1",,,
E [mV],,,,
Measured Values,"Scope 1/1, Sample 1/1",,,
Time,V,Meas. value,Temp.,
[s],[mL],[mV],[°C],
0,0.0000,-27.3,22.0,
6,0.1000,-30.2,22.0,
26,0.2000,-17.2,22.0,
46,0.3000,3.1,22.0,
66,0.4000,14.9,22.0,
86,0.5000,22.8,22.0,
106,0.6000,29.5,22.0,
124,0.7000,35.5,22.0,
143,0.8000,40.6,21.9,
161,0.9000,45.5,21.9,
180,1.0000,50.6,21.9,
197,1.1000,55.6,21.9,
215,1.2000,61.3,21.9,
230,1.3000,67.5,21.9,
248,1.4000,75.0,21.9,
258,1.5000,84.3,21.9,
277,1.6000,96.6,21.9,
283,1.7000,114.8,21.9,
304,1.8000,146.7,21.9,
324,1.9000,168.7,21.8,
342,2.0000,182.2,21.8,
355,2.1000,191.1,21.8,
365,2.2000,197.7,21.8,
373,2.3000,203.0,21.8,
740,2.3500,206.7,21.6,
748,2.4000,208.7,21.6,
756,2.4500,210.5,21.6,
763,2.5000,212.3,21.6,
770,2.5500,213.9,21.6,
777,2.6000,215.5,21.6,
783,2.6500,216.9,21.6,
790,2.7000,218.3,21.6,
796,2.7500,219.6,21.6,
803,2.8000,220.8,21.6,
810,2.8500,222.0,21.6,
816,2.9000,223.1,21.6,
823,2.9500,224.2,21.6,
829,3.0000,225.2,21.6,
834,3.0500,226.2,21.6,
841,3.1000,227.2,21.6,
847,3.1500,228.0,21.6,
853,3.2000,228.9,21.6,
859,3.2500,229.8,21.6,
864,3.3000,230.6,21.6,
Report,,,,
,,Creation time,6/7/2017 9:45:42 AM,
 ,,,,
6/7/2017 9:45:42 AM,SystemInternal,,1/1,
