TA titration report,,, ,
Summary,,,,
Samples,,,,
,Sample ID,Name,Result,State
1,0531-CRM-07,Sample size,66.598 g,
Raw Results,,,,
"Scope 1/1, Sample 1/1",,,,
Sample,,,,
Creation time,,5/31/2017 10:37:53 AM,,
Sample start time,,5/31/2017 10:37:53 AM,,
Sample size,,66.598 g,,
Correction factor,,1.0,,
Temperature,,25.0 °C,,
Density,,1.05 g/mL,,
Titration stand,,,,
Creation time,,5/31/2017 10:37:53 AM,,
Stir,,,,
Creation time,,5/31/2017 10:37:53 AM,,
Titration (EQP) [1],,,,
Creation time,,5/31/2017 10:38:04 AM,,
Terminated at,,Potential,,
EST,,16.6 mV,,
VEX,,2.5500 mL,,
VEND,,2.5500 mL,,
t,,13.12 min,,
QEND,,0.025500 mmol,,
QEX,,0.025500 mmol,,
EPD,,201.0 mV,,
nEQ,,0,,
Titration (EQP) [1],,"Scope 1/1, Sample 1/1",,
E - V Curve,"Scope 1/1, Sample 1/1",,,
E [mV],,,,
Measured Values,"Scope 1/1, Sample 1/1",,,
Time,V,Meas. value,Temp.,
[s],[mL],[mV],[°C],
0,0.0000,16.6,22.2,
18,0.1000,5.8,22.3,
38,0.2000,13.4,22.2,
58,0.3000,25.0,22.2,
78,0.4000,31.9,22.2,
98,0.5000,37.4,22.2,
117,0.6000,42.4,22.2,
136,0.7000,46.7,22.2,
154,0.8000,51.4,22.1,
159,0.9000,55.5,22.1,
164,1.0000,59.3,22.1,
169,1.1000,64.2,22.1,
174,1.2000,70.9,22.1,
180,1.3000,80.3,22.1,
200,1.4000,99.9,22.1,
220,1.5000,125.1,22.1,
241,1.6000,155.2,22.1,
261,1.7000,174.4,22.0,
281,1.8000,187.2,22.0,
301,1.9000,196.3,22.0,
673,1.9500,203.6,21.7,
682,2.0000,206.0,21.7,
693,2.0500,208.4,21.7,
702,2.1000,210.5,21.7,
712,2.1500,212.5,21.7,
721,2.2000,214.4,21.7,
729,2.2500,216.1,21.7,
738,2.3000,217.7,21.7,
746,2.3500,219.2,21.7,
754,2.4000,220.7,21.7,
763,2.4500,222.1,21.7,
771,2.5000,223.4,21.7,
778,2.5500,224.6,21.7,
Report,,,,
,,Creation time,5/31/2017 10:51:17 AM,
 ,,,,
5/31/2017 10:51:17 AM,SystemInternal,,1/1,
